Secuencia,Mano,Punto,X,Y,Z
13,Derecha,10,0.30305978655815125,0.4566819667816162,-0.050083134323358536
13,Derecha,11,0.31775110960006714,0.38935738801956177,-0.058147769421339035
13,Derecha,12,0.330265074968338,0.33952808380126953,-0.06347233802080154
13,Derecha,13,0.31217333674430847,0.5908312201499939,-0.0434502549469471
13,Derecha,14,0.3342542350292206,0.48619961738586426,-0.05534108355641365
13,Derecha,15,0.3482145071029663,0.42359358072280884,-0.062249988317489624
13,Derecha,16,0.35964035987854004,0.3775497376918793,-0.06679488718509674
13,Derecha,17,0.3416177034378052,0.6207819581031799,-0.05101079121232033
13,Derecha,18,0.36123520135879517,0.543601930141449,-0.060928378254175186
13,Derecha,19,0.37220698595046997,0.49665647745132446,-0.06349553167819977
13,Derecha,20,0.38226160407066345,0.4574139714241028,-0.06422574818134308
13,Derecha,0,0.2527436316013336,0.7507626414299011,3.7212291204014036e-07
13,Derecha,1,0.21319520473480225,0.6889366507530212,-0.0066446871496737
13,Derecha,2,0.19397927820682526,0.6110438704490662,-0.01740087941288948
13,Derecha,3,0.1851176917552948,0.5441250801086426,-0.02794136106967926
13,Derecha,4,0.16225916147232056,0.5043803453445435,-0.039753179997205734
13,Derecha,5,0.24541397392749786,0.5597642064094543,-0.03038579598069191
13,Derecha,6,0.2657562792301178,0.453692764043808,-0.04805614799261093
13,Derecha,7,0.2818413972854614,0.3951260447502136,-0.057488977909088135
13,Derecha,8,0.2963467836380005,0.3514913320541382,-0.06212148070335388
13,Derecha,9,0.2784890830516815,0.570761501789093,-0.03766714408993721
13,Derecha,10,0.3022918999195099,0.45498231053352356,-0.05082787945866585
13,Derecha,11,0.31774798035621643,0.38807135820388794,-0.05764469504356384
13,Derecha,12,0.3304990231990814,0.3396404981613159,-0.06222124025225639
13,Derecha,13,0.30971601605415344,0.5914245843887329,-0.04458675533533096
13,Derecha,14,0.33386102318763733,0.4844360053539276,-0.05545078217983246
13,Derecha,15,0.3479781448841095,0.42123427987098694,-0.06161022186279297
13,Derecha,16,0.35889574885368347,0.37537527084350586,-0.06582960486412048
13,Derecha,17,0.338977575302124,0.6180907487869263,-0.051600538194179535
13,Derecha,18,0.35997474193573,0.5382051467895508,-0.059993695467710495
13,Derecha,19,0.3715113401412964,0.49123093485832214,-0.06179901212453842
13,Derecha,20,0.38115498423576355,0.45222413539886475,-0.06233282759785652
13,Derecha,0,0.25265154242515564,0.7513964176177979,3.663178347323992e-07
13,Derecha,1,0.2128702849149704,0.6895307302474976,-0.007405887357890606
13,Derecha,2,0.19303607940673828,0.6122903227806091,-0.018720384687185287
13,Derecha,3,0.18399550020694733,0.5465317964553833,-0.02987823262810707
13,Derecha,4,0.16137462854385376,0.5061891078948975,-0.04223526269197464
13,Derecha,5,0.24513427913188934,0.5597659945487976,-0.030644575133919716
13,Derecha,6,0.2652723789215088,0.4551728367805481,-0.04925626143813133
13,Derecha,7,0.28115350008010864,0.3965735137462616,-0.05971747264266014
13,Derecha,8,0.29537734389305115,0.35281068086624146,-0.06510405987501144
13,Derecha,9,0.2782211899757385,0.5707844495773315,-0.03812243044376373
13,Derecha,10,0.3018872141838074,0.456979900598526,-0.05236181616783142
13,Derecha,11,0.31718936562538147,0.38992375135421753,-0.06016271561384201
13,Derecha,12,0.3297048807144165,0.34059542417526245,-0.06532654911279678
13,Derecha,13,0.3093789517879486,0.5917186737060547,-0.045407332479953766
13,Derecha,14,0.33330535888671875,0.48658010363578796,-0.057170797139406204
13,Derecha,15,0.34765133261680603,0.42355331778526306,-0.0639527216553688
13,Derecha,16,0.3584998846054077,0.3772484064102173,-0.06850060820579529
13,Derecha,17,0.3386452794075012,0.619117796421051,-0.05289246141910553
13,Derecha,18,0.3599824011325836,0.5409839153289795,-0.06210952252149582
13,Derecha,19,0.3715611696243286,0.4940866231918335,-0.06445171684026718
13,Derecha,20,0.38107433915138245,0.4548940658569336,-0.06526265293359756
13,Derecha,0,0.2529420852661133,0.7629690170288086,3.3433897783652355e-07
13,Derecha,1,0.2126913070678711,0.6977354288101196,-0.011067815124988556
13,Derecha,2,0.19095009565353394,0.6136577129364014,-0.022712893784046173
13,Derecha,3,0.17930926382541656,0.544197678565979,-0.0338146947324276
13,Derecha,4,0.15314793586730957,0.5044495463371277,-0.04597380757331848
13,Derecha,5,0.23649084568023682,0.5722748637199402,-0.03141002357006073
13,Derecha,6,0.2533043324947357,0.46765461564064026,-0.0518234521150589
13,Derecha,7,0.2653266191482544,0.40367889404296875,-0.06396942585706711
13,Derecha,8,0.27624958753585815,0.3544679880142212,-0.07104228436946869
13,Derecha,9,0.26923438906669617,0.5801994204521179,-0.03815995901823044
13,Derecha,10,0.2862398028373718,0.4654323160648346,-0.05622108653187752
13,Derecha,11,0.2980078458786011,0.39314180612564087,-0.06699326634407043
13,Derecha,12,0.30874794721603394,0.335607647895813,-0.07382218539714813
13,Derecha,13,0.3013401925563812,0.5977853536605835,-0.04521363973617554
13,Derecha,14,0.3186594247817993,0.4889794886112213,-0.061870332807302475
13,Derecha,15,0.32892999053001404,0.4214376211166382,-0.07185877859592438
13,Derecha,16,0.33717939257621765,0.3694000244140625,-0.0774776041507721
13,Derecha,17,0.33327749371528625,0.6217525601387024,-0.05265679955482483
13,Derecha,18,0.3499312996864319,0.5384055376052856,-0.06660686433315277
13,Derecha,19,0.35912349820137024,0.48784950375556946,-0.07221920043230057
13,Derecha,20,0.36760279536247253,0.444893479347229,-0.07481430470943451
13,Derecha,0,0.25795871019363403,0.8097091913223267,7.39821501838378e-08
13,Derecha,1,0.24909693002700806,0.7433465719223022,-0.003600803669542074
13,Derecha,2,0.24237683415412903,0.655646026134491,-0.01389847882091999
13,Derecha,3,0.24077868461608887,0.5809131860733032,-0.024934368208050728
13,Derecha,4,0.2378336787223816,0.519655168056488,-0.03756123408675194
13,Derecha,5,0.2448028326034546,0.6443599462509155,-0.042708393186330795
13,Derecha,6,0.25045645236968994,0.5296515822410583,-0.06689219176769257
13,Derecha,7,0.2519690990447998,0.4695984125137329,-0.07773936539888382
13,Derecha,8,0.2552967667579651,0.42817795276641846,-0.08377453684806824
13,Derecha,9,0.2456396520137787,0.6596190333366394,-0.05421385169029236
13,Derecha,10,0.2414226233959198,0.55596524477005,-0.08044393360614777
13,Derecha,11,0.2387283742427826,0.4986320734024048,-0.09065466374158859
13,Derecha,12,0.23809881508350372,0.4608738422393799,-0.09618667513132095
13,Derecha,13,0.2534579038619995,0.6845435500144958,-0.06460314244031906
13,Derecha,14,0.24572968482971191,0.5859119892120361,-0.08752118796110153
13,Derecha,15,0.2420206218957901,0.5291128754615784,-0.09297172725200653
13,Derecha,16,0.2413853406906128,0.4871663451194763,-0.09522800892591476
13,Derecha,17,0.26522597670555115,0.7134438753128052,-0.07414472848176956
13,Derecha,18,0.25575029850006104,0.6424823999404907,-0.09494668245315552
13,Derecha,19,0.2531212568283081,0.5937665104866028,-0.1001647338271141
13,Derecha,20,0.25563672184944153,0.5514816045761108,-0.10163727402687073
13,Derecha,0,0.25425800681114197,0.8471336960792542,3.2386620318902715e-07
13,Derecha,1,0.2119428813457489,0.7744885087013245,-0.010610206052660942
13,Derecha,2,0.17825353145599365,0.681986391544342,-0.02554522268474102
13,Derecha,3,0.1539403349161148,0.6070814728736877,-0.038915734738111496
13,Derecha,4,0.12046727538108826,0.5673067569732666,-0.0525754950940609
13,Derecha,5,0.18540307879447937,0.7130599021911621,-0.05506398528814316
13,Derecha,6,0.18599697947502136,0.610878586769104,-0.08608019351959229
13,Derecha,7,0.19426710903644562,0.5577839016914368,-0.10052648931741714
13,Derecha,8,0.20088347792625427,0.5184201002120972,-0.10811717808246613
13,Derecha,9,0.22265131771564484,0.7332679629325867,-0.06497127562761307
13,Derecha,10,0.23039619624614716,0.6177175641059875,-0.09554718434810638
13,Derecha,11,0.2352258563041687,0.5508571267127991,-0.10771483927965164
13,Derecha,12,0.23737365007400513,0.4981083273887634,-0.11493922770023346
13,Derecha,13,0.26746416091918945,0.7528325319290161,-0.07410815358161926
13,Derecha,14,0.27715811133384705,0.6441813111305237,-0.1033790335059166
13,Derecha,15,0.2789132595062256,0.5768057107925415,-0.1138634905219078
13,Derecha,16,0.27773985266685486,0.5196353197097778,-0.11893489211797714
13,Derecha,17,0.3139699697494507,0.7689123153686523,-0.08248674124479294
13,Derecha,18,0.3276984393596649,0.6919187307357788,-0.10640989243984222
13,Derecha,19,0.3345191180706024,0.6426001787185669,-0.11459533125162125
13,Derecha,20,0.3399416208267212,0.595751166343689,-0.11918918043375015
13,Derecha,0,0.2540096640586853,0.8538146018981934,4.05193986807717e-07
13,Derecha,1,0.2131434679031372,0.7777084708213806,-0.011640696786344051
13,Derecha,2,0.17934638261795044,0.6854312419891357,-0.023990565910935402
13,Derecha,3,0.1542559713125229,0.6099126935005188,-0.034332308918237686
13,Derecha,4,0.12179569900035858,0.5682705044746399,-0.045305319130420685
13,Derecha,5,0.18902690708637238,0.7193065881729126,-0.04973150044679642
13,Derecha,6,0.18555030226707458,0.6379300951957703,-0.07953636348247528
13,Derecha,7,0.18688485026359558,0.5883492231369019,-0.09528983384370804
13,Derecha,8,0.18549370765686035,0.5446300506591797,-0.10526879131793976
13,Derecha,9,0.22557613253593445,0.7380241751670837,-0.059695784002542496
13,Derecha,10,0.23165392875671387,0.6359216570854187,-0.09010082483291626
13,Derecha,11,0.2331584244966507,0.5661054849624634,-0.10521268844604492
13,Derecha,12,0.2338249236345291,0.5055147409439087,-0.11557182669639587
13,Derecha,13,0.2690078616142273,0.756065309047699,-0.06933949887752533
13,Derecha,14,0.28059881925582886,0.656084418296814,-0.10115450620651245
13,Derecha,15,0.28225743770599365,0.5881879925727844,-0.11561182141304016
13,Derecha,16,0.2806806266307831,0.5275550484657288,-0.12340161204338074
13,Derecha,17,0.3138800263404846,0.772287130355835,-0.07822760939598083
13,Derecha,18,0.3286873698234558,0.697788655757904,-0.10643399506807327
13,Derecha,19,0.3343072831630707,0.6468279361724854,-0.11807137727737427
13,Derecha,20,0.33914315700531006,0.5965232849121094,-0.1249808669090271
13,Derecha,0,0.24980711936950684,0.8743443489074707,3.5328028502590314e-07
13,Derecha,1,0.2092551589012146,0.795272707939148,-0.011858547106385231
13,Derecha,2,0.17855137586593628,0.6996246576309204,-0.024226026609539986
13,Derecha,3,0.15674638748168945,0.6207346320152283,-0.034568555653095245
13,Derecha,4,0.1236913800239563,0.5779440999031067,-0.045770227909088135
13,Derecha,5,0.19160091876983643,0.7316302061080933,-0.047241128981113434
13,Derecha,6,0.19202029705047607,0.6517070531845093,-0.07654114067554474
13,Derecha,7,0.19364292919635773,0.6002553105354309,-0.0927232876420021
13,Derecha,8,0.19392651319503784,0.5544121265411377,-0.10300042480230331
13,Derecha,9,0.22698138654232025,0.750850260257721,-0.05642705038189888
13,Derecha,10,0.2360936999320984,0.6495731472969055,-0.08443819731473923
13,Derecha,11,0.23978374898433685,0.5828665494918823,-0.09810856729745865
13,Derecha,12,0.24290971457958221,0.5256978869438171,-0.10778709501028061
13,Derecha,13,0.2694646418094635,0.7704719305038452,-0.06542546302080154
13,Derecha,14,0.2827645242214203,0.6690403819084167,-0.09438107907772064
13,Derecha,15,0.28523069620132446,0.6016874313354492,-0.10633737593889236
13,Derecha,16,0.28476017713546753,0.5432286858558655,-0.11294149607419968
13,Derecha,17,0.31415697932243347,0.7899397015571594,-0.07393708825111389
13,Derecha,18,0.3306247293949127,0.7123604416847229,-0.099269799888134
13,Derecha,19,0.33499571681022644,0.6588165163993835,-0.1090916320681572
13,Derecha,20,0.3378060460090637,0.608159065246582,-0.11509598046541214
13,Derecha,0,0.2550515830516815,0.8787813782691956,4.7589969653927255e-07
13,Derecha,1,0.2188751995563507,0.8048577308654785,-0.012387119233608246
13,Derecha,2,0.19120028614997864,0.7060849666595459,-0.024290887638926506
13,Derecha,3,0.16830450296401978,0.6310835480690002,-0.03460681438446045
13,Derecha,4,0.13387367129325867,0.5917991995811462,-0.04600381851196289
13,Derecha,5,0.20098698139190674,0.7152704000473022,-0.04323427006602287
13,Derecha,6,0.22075998783111572,0.6229928135871887,-0.07033725082874298
13,Derecha,7,0.2370997816324234,0.5660755038261414,-0.0856793001294136
13,Derecha,8,0.2510196566581726,0.5181638598442078,-0.09561172872781754
13,Derecha,9,0.232280433177948,0.7402669787406921,-0.05167058855295181
13,Derecha,10,0.2519611418247223,0.6411263346672058,-0.07684803009033203
13,Derecha,11,0.2659587860107422,0.5783892869949341,-0.08993653208017349
13,Derecha,12,0.2778918445110321,0.5247253179550171,-0.09919862449169159
13,Derecha,13,0.2702074348926544,0.7688152194023132,-0.059821777045726776
13,Derecha,14,0.28949856758117676,0.6714196801185608,-0.08665255457162857
13,Derecha,15,0.30229443311691284,0.6105260848999023,-0.09620575606822968
13,Derecha,16,0.3107839524745941,0.5576323866844177,-0.10122425854206085
13,Derecha,17,0.3109852075576782,0.7972080707550049,-0.06768006831407547
13,Derecha,18,0.32903122901916504,0.7260927557945251,-0.09223363548517227
13,Derecha,19,0.3399941921234131,0.6809629201889038,-0.0996849313378334
13,Derecha,20,0.34864819049835205,0.6391851305961609,-0.10340700298547745
14,Derecha,0,0.25335100293159485,0.8036198616027832,1.539375773518259e-07
14,Derecha,1,0.20717346668243408,0.7136880159378052,0.004647854249924421
14,Derecha,2,0.18133020401000977,0.6233514547348022,-0.003768387483432889
14,Derecha,3,0.16465552151203156,0.5501076579093933,-0.015065059997141361
14,Derecha,4,0.14291588962078094,0.5023366212844849,-0.027514483779668808
14,Derecha,5,0.19831079244613647,0.5898799896240234,-0.027654163539409637
14,Derecha,6,0.21127626299858093,0.4608188271522522,-0.050534673035144806
14,Derecha,7,0.22422398626804352,0.4031302332878113,-0.06038735806941986
14,Derecha,8,0.2358095347881317,0.3599303662776947,-0.06461701542139053
14,Derecha,9,0.23265007138252258,0.6082516312599182,-0.04361242055892944
14,Derecha,10,0.25183621048927307,0.46152275800704956,-0.06259114295244217
14,Derecha,11,0.2638836205005646,0.39025402069091797,-0.0685451403260231
14,Derecha,12,0.2737228572368622,0.3357613980770111,-0.0726839229464531
14,Derecha,13,0.2726118564605713,0.633372962474823,-0.058913666754961014
14,Derecha,14,0.29423171281814575,0.49833372235298157,-0.07673773914575577
14,Derecha,15,0.30302894115448,0.4327484369277954,-0.0809231773018837
14,Derecha,16,0.30808761715888977,0.3815392255783081,-0.08337146788835526
14,Derecha,17,0.31747543811798096,0.6644101142883301,-0.07325277477502823
14,Derecha,18,0.33461669087409973,0.569976806640625,-0.08729192614555359
14,Derecha,19,0.34180620312690735,0.5197494626045227,-0.08851930499076843
14,Derecha,20,0.34830981492996216,0.47450441122055054,-0.08867943286895752
14,Derecha,0,0.25544196367263794,0.7622660398483276,-1.7161157828127216e-08
14,Derecha,1,0.20941102504730225,0.6816981434822083,0.006374035496264696
14,Derecha,2,0.187492236495018,0.5925509333610535,8.753945439821109e-05
14,Derecha,3,0.17386360466480255,0.5237816572189331,-0.00809552613645792
14,Derecha,4,0.15006396174430847,0.4793868064880371,-0.017376676201820374
14,Derecha,5,0.20654243230819702,0.5543333292007446,-0.030172988772392273
14,Derecha,6,0.22211530804634094,0.4340531527996063,-0.05120740458369255
14,Derecha,7,0.2342137098312378,0.38206765055656433,-0.05911964550614357
14,Derecha,8,0.24475106596946716,0.343355268239975,-0.062313828617334366
14,Derecha,9,0.24134960770606995,0.5748384594917297,-0.04481368139386177
14,Derecha,10,0.25882795453071594,0.43240153789520264,-0.06315819919109344
14,Derecha,11,0.27016758918762207,0.36631616950035095,-0.06686971336603165
14,Derecha,12,0.2807364761829376,0.3167714476585388,-0.0694364532828331
14,Derecha,13,0.27957993745803833,0.6028478145599365,-0.05825154110789299
14,Derecha,14,0.2982003688812256,0.46742671728134155,-0.0766661986708641
14,Derecha,15,0.30540499091148376,0.40374866127967834,-0.07969352602958679
14,Derecha,16,0.3109360933303833,0.35034990310668945,-0.08144012838602066
14,Derecha,17,0.32087844610214233,0.636560320854187,-0.07010593265295029
14,Derecha,18,0.3359904885292053,0.5453001260757446,-0.08634055405855179
14,Derecha,19,0.34424734115600586,0.49431297183036804,-0.08872717618942261
14,Derecha,20,0.3517685532569885,0.4454266130924225,-0.08957628905773163
14,Derecha,0,0.25079378485679626,0.7796931862831116,4.2392332488816464e-07
14,Derecha,1,0.20736564695835114,0.6994114518165588,-0.0022281650453805923
14,Derecha,2,0.18380336463451385,0.6082776188850403,-0.011766180396080017
14,Derecha,3,0.17121082544326782,0.5373586416244507,-0.021532902494072914
14,Derecha,4,0.1460021585226059,0.5002763271331787,-0.03275703638792038
14,Derecha,5,0.21005764603614807,0.5897687673568726,-0.04034329950809479
14,Derecha,6,0.22184905409812927,0.469891756772995,-0.06515603512525558
14,Derecha,7,0.23306237161159515,0.4022006392478943,-0.07694604992866516
14,Derecha,8,0.24401158094406128,0.35011839866638184,-0.08268509060144424
14,Derecha,9,0.24295008182525635,0.6046586036682129,-0.052714262157678604
14,Derecha,10,0.25798168778419495,0.47198212146759033,-0.07454317063093185
14,Derecha,11,0.2693632245063782,0.39236265420913696,-0.08338809758424759
14,Derecha,12,0.28054648637771606,0.3318201005458832,-0.0886610671877861
14,Derecha,13,0.279307097196579,0.6268944144248962,-0.06383908540010452
14,Derecha,14,0.2951211631298065,0.5037648677825928,-0.08322527259588242
14,Derecha,15,0.30545774102211,0.4301573932170868,-0.09044993668794632
14,Derecha,16,0.3142428398132324,0.37163877487182617,-0.09443224221467972
14,Derecha,17,0.31719887256622314,0.6530824899673462,-0.07424020767211914
14,Derecha,18,0.331254780292511,0.5614284873008728,-0.09127728641033173
14,Derecha,19,0.33856379985809326,0.5047721862792969,-0.09584936499595642
14,Derecha,20,0.3466036915779114,0.454043984413147,-0.09778991341590881
14,Derecha,0,0.2441355586051941,0.7411878108978271,4.812106908502756e-07
14,Derecha,1,0.2080797255039215,0.6715046167373657,-0.0008616424165666103
14,Derecha,2,0.18982268869876862,0.5903035998344421,-0.01076244655996561
14,Derecha,3,0.17937180399894714,0.5249829888343811,-0.02112407796084881
14,Derecha,4,0.1548137664794922,0.488691508769989,-0.03340265899896622
14,Derecha,5,0.23392966389656067,0.5445231795310974,-0.031080637127161026
14,Derecha,6,0.25550636649131775,0.4377860426902771,-0.049194227904081345
14,Derecha,7,0.27191540598869324,0.3790430724620819,-0.05904126539826393
14,Derecha,8,0.2860945463180542,0.3344574570655823,-0.06421617418527603
14,Derecha,9,0.26506176590919495,0.5561078786849976,-0.04152136668562889
14,Derecha,10,0.2900334894657135,0.4398612976074219,-0.05452926456928253
14,Derecha,11,0.30696624517440796,0.3722652196884155,-0.06067860871553421
14,Derecha,12,0.3204386532306671,0.32231584191322327,-0.06543313711881638
14,Derecha,13,0.29576826095581055,0.5783867835998535,-0.05076766386628151
14,Derecha,14,0.3199009299278259,0.47108668088912964,-0.06101679801940918
14,Derecha,15,0.3355846405029297,0.40671271085739136,-0.06585685163736343
14,Derecha,16,0.346874862909317,0.35773470997810364,-0.06991708278656006
14,Derecha,17,0.32558342814445496,0.6077957153320312,-0.05951394513249397
14,Derecha,18,0.34471237659454346,0.5238056182861328,-0.06802952289581299
14,Derecha,19,0.3555183410644531,0.4727352261543274,-0.0694027692079544
14,Derecha,20,0.3641756772994995,0.4297541379928589,-0.07004731893539429
14,Derecha,0,0.24490109086036682,0.739938497543335,3.3947347333196376e-07
14,Derecha,1,0.20547673106193542,0.6781049370765686,-0.0036945659667253494
14,Derecha,2,0.1863880157470703,0.5990573167800903,-0.011749977245926857
14,Derecha,3,0.17609819769859314,0.5349843502044678,-0.02027640864253044
14,Derecha,4,0.15312707424163818,0.49892592430114746,-0.030179157853126526
14,Derecha,5,0.2323947250843048,0.5483731627464294,-0.025009172037243843
14,Derecha,6,0.25235623121261597,0.4453500509262085,-0.0417151041328907
14,Derecha,7,0.26757320761680603,0.38644254207611084,-0.05087234079837799
14,Derecha,8,0.2808395028114319,0.3420063257217407,-0.055610064417123795
14,Derecha,9,0.26554858684539795,0.5561118721961975,-0.033639658242464066
14,Derecha,10,0.28761303424835205,0.44229644536972046,-0.04620876535773277
14,Derecha,11,0.30208808183670044,0.3741030693054199,-0.053138893097639084
14,Derecha,12,0.31392085552215576,0.3228102922439575,-0.05790147930383682
14,Derecha,13,0.29729413986206055,0.5741056203842163,-0.041905611753463745
14,Derecha,14,0.3195650279521942,0.46900439262390137,-0.052181392908096313
14,Derecha,15,0.33295005559921265,0.4066254496574402,-0.058031365275382996
14,Derecha,16,0.3430899381637573,0.35906046628952026,-0.062190186232328415
14,Derecha,17,0.32706746459007263,0.5990124344825745,-0.05018363520503044
14,Derecha,18,0.3454345166683197,0.5205901265144348,-0.05839866027235985
14,Derecha,19,0.35554414987564087,0.47362270951271057,-0.060240477323532104
14,Derecha,20,0.36391347646713257,0.4335523247718811,-0.06094975769519806
14,Derecha,0,0.25003522634506226,0.7421103119850159,3.253080080867221e-07
14,Derecha,1,0.20812557637691498,0.6814996004104614,-0.007458017207682133
14,Derecha,2,0.18596714735031128,0.6011673808097839,-0.016525965183973312
14,Derecha,3,0.17348983883857727,0.538081169128418,-0.025466185063123703
14,Derecha,4,0.14972323179244995,0.5018098950386047,-0.035314057022333145
14,Derecha,5,0.23398450016975403,0.5463705658912659,-0.0241902694106102
14,Derecha,6,0.2523503303527832,0.4467884302139282,-0.04144468531012535
14,Derecha,7,0.2652732729911804,0.3870798349380493,-0.052314192056655884
14,Derecha,8,0.27632084488868713,0.34141072630882263,-0.05856625735759735
14,Derecha,9,0.2651134729385376,0.5547563433647156,-0.031121112406253815
14,Derecha,10,0.28081128001213074,0.4446047246456146,-0.045024801045656204
14,Derecha,11,0.29117658734321594,0.37533044815063477,-0.05399163067340851
14,Derecha,12,0.3004274070262909,0.32081547379493713,-0.05990166217088699
14,Derecha,13,0.2950795292854309,0.5722858309745789,-0.03820711001753807
14,Derecha,14,0.3107187747955322,0.4658348560333252,-0.05077236890792847
14,Derecha,15,0.32019877433776855,0.40108954906463623,-0.05882972851395607
14,Derecha,16,0.32799461483955383,0.35111314058303833,-0.06371954083442688
14,Derecha,17,0.3243396580219269,0.5959306359291077,-0.04552362486720085
14,Derecha,18,0.33775749802589417,0.5164171457290649,-0.05638622120022774
14,Derecha,19,0.344995379447937,0.46837949752807617,-0.060208313167095184
14,Derecha,20,0.35168078541755676,0.42781007289886475,-0.06166670098900795
14,Derecha,0,0.2483314871788025,0.739865243434906,3.5212056559430494e-07
14,Derecha,1,0.20566926896572113,0.678835928440094,-0.007430728524923325
14,Derecha,2,0.18414555490016937,0.5965182781219482,-0.015916377305984497
14,Derecha,3,0.1732182800769806,0.5318071246147156,-0.023887766525149345
14,Derecha,4,0.14885224401950836,0.497052937746048,-0.032814525067806244
14,Derecha,5,0.23402069509029388,0.5434221029281616,-0.02593124844133854
14,Derecha,6,0.25328782200813293,0.44396480917930603,-0.042402274906635284
14,Derecha,7,0.2672785520553589,0.38450708985328674,-0.05224943533539772
14,Derecha,8,0.2790728509426117,0.33944952487945557,-0.05752398818731308
14,Derecha,9,0.2655307650566101,0.5531346797943115,-0.03181527554988861
14,Derecha,10,0.28305143117904663,0.44455891847610474,-0.04418402910232544
14,Derecha,11,0.2947130501270294,0.37777549028396606,-0.05105619505047798
14,Derecha,12,0.3048439919948578,0.3258933424949646,-0.05556175485253334
14,Derecha,13,0.2954518795013428,0.5715516805648804,-0.03761516138911247
14,Derecha,14,0.31168287992477417,0.4673691689968109,-0.04813392832875252
14,Derecha,15,0.32201993465423584,0.4049268960952759,-0.0537601076066494
14,Derecha,16,0.3306230902671814,0.35778695344924927,-0.0572577528655529
14,Derecha,17,0.32375532388687134,0.5958789587020874,-0.04372161254286766
14,Derecha,18,0.33821508288383484,0.5166741609573364,-0.05262666940689087
14,Derecha,19,0.3464457392692566,0.4691076874732971,-0.054851602762937546
14,Derecha,20,0.3537864685058594,0.42957091331481934,-0.05532585084438324
14,Derecha,0,0.24016979336738586,0.7905220985412598,2.3322347431076196e-07
14,Derecha,1,0.19514821469783783,0.7172268629074097,0.0037472639232873917
14,Derecha,2,0.16273747384548187,0.6255770325660706,-0.0033325704280287027
14,Derecha,3,0.13688674569129944,0.5615556836128235,-0.012603550218045712
14,Derecha,4,0.10881100594997406,0.5249407291412354,-0.02357010915875435
14,Derecha,5,0.181366965174675,0.5995541214942932,-0.024896973744034767
14,Derecha,6,0.18855726718902588,0.4938215911388397,-0.0467623732984066
14,Derecha,7,0.19782541692256927,0.4333513379096985,-0.05710829049348831
14,Derecha,8,0.20620515942573547,0.392652302980423,-0.06194334477186203
14,Derecha,9,0.21212294697761536,0.6128062605857849,-0.03972724452614784
14,Derecha,10,0.2255796641111374,0.495300829410553,-0.057909294962882996
14,Derecha,11,0.23947973549365997,0.42863860726356506,-0.0656556487083435
14,Derecha,12,0.25336161255836487,0.3779900074005127,-0.07008033990859985
14,Derecha,13,0.2491864711046219,0.6379613876342773,-0.05396026000380516
14,Derecha,14,0.2642364501953125,0.521691620349884,-0.07156767696142197
14,Derecha,15,0.2758936583995819,0.4605526626110077,-0.07739147543907166
14,Derecha,16,0.28669601678848267,0.41199982166290283,-0.08024167269468307
14,Derecha,17,0.2897915542125702,0.6707047820091248,-0.06687206029891968
14,Derecha,18,0.30004528164863586,0.588843822479248,-0.0828738808631897
14,Derecha,19,0.3052889406681061,0.5415120720863342,-0.0859798714518547
14,Derecha,20,0.3105678856372833,0.4994222819805145,-0.08645540475845337
14,Derecha,0,0.23922152817249298,0.8327760696411133,2.7562296622818394e-07
14,Derecha,1,0.19609025120735168,0.7550817131996155,-0.00891053956001997
14,Derecha,2,0.16314519941806793,0.6551542282104492,-0.023497937247157097
14,Derecha,3,0.13569961488246918,0.577675461769104,-0.03719568997621536
14,Derecha,4,0.09604209661483765,0.5456647872924805,-0.05233597755432129
14,Derecha,5,0.1729796975851059,0.6775355339050293,-0.05391079932451248
14,Derecha,6,0.17176389694213867,0.5686283707618713,-0.0840367004275322
14,Derecha,7,0.17520225048065186,0.5071106553077698,-0.09877152740955353
14,Derecha,8,0.17520511150360107,0.4569076895713806,-0.10772575438022614
14,Derecha,9,0.2050129771232605,0.6986358165740967,-0.06597314774990082
14,Derecha,10,0.20982421934604645,0.5806697607040405,-0.09608343988656998
14,Derecha,11,0.21191926300525665,0.5082017183303833,-0.10808070749044418
14,Derecha,12,0.21125459671020508,0.4503846764564514,-0.11596643179655075
14,Derecha,13,0.2462194561958313,0.7211048603057861,-0.07706954330205917
14,Derecha,14,0.25441697239875793,0.6021475195884705,-0.10607302933931351
14,Derecha,15,0.2571328282356262,0.5270046591758728,-0.11667358130216599
14,Derecha,16,0.2562659978866577,0.4646552801132202,-0.12251321971416473
14,Derecha,17,0.292934775352478,0.7416025400161743,-0.08737627416849136
14,Derecha,18,0.3003581166267395,0.6501757502555847,-0.112318255007267
14,Derecha,19,0.30277884006500244,0.5912699103355408,-0.1213935911655426
14,Derecha,20,0.30398184061050415,0.5375398993492126,-0.12704695761203766
14,Derecha,0,0.2432250827550888,0.8293942809104919,4.7532000735373003e-07
14,Derecha,1,0.2032075822353363,0.7566611766815186,-0.01121927984058857
14,Derecha,2,0.1697004735469818,0.6589569449424744,-0.024572543799877167
14,Derecha,3,0.14166027307510376,0.5825167298316956,-0.036176878958940506
14,Derecha,4,0.10271669924259186,0.54874587059021,-0.04920513182878494
14,Derecha,5,0.1813584715127945,0.6779485940933228,-0.0526060126721859
14,Derecha,6,0.18753454089164734,0.5710868239402771,-0.08110269159078598
14,Derecha,7,0.1902216672897339,0.5064532160758972,-0.09570671617984772
14,Derecha,8,0.18895167112350464,0.4547521471977234,-0.10485387593507767
14,Derecha,9,0.21288271248340607,0.6980869174003601,-0.06304362416267395
